FL,18.99%,17.18%,3.34%,12.78%,30.82%,18.80%,13.71%,10.29%,3.47,17.11,5.1,25.57%,22.53%,4.99%,15.60%,38.64%,26.15%,19.50%,13.61%,12.19%,10.87%,1.65%,9.32%,22.91%,11.17%,7.62%,6.49%,37.10%,33.33%,9.62%,21.05%,31.20%,55.01%,29.48%,15.13%,44.15%,37.80%,10.95%,23.08%,37.92%,63.01%,36.29%,18.50%,22.93%,13.89%,6.06%,20.00%,17.51%,39.37%,15.60%,9.28%,16.45%,15.09%,3.08%,11.59%,30.75%,13.86%,11.59%,9.72%,21.99%,19.38%,4.45%,13.83%,38.79%,19.33%,16.42%,12.96%,11.21%,10.31%,1.48%,7.34%,23.48%,8.64%,6.93%,6.25%,710,380,305,235440,865,1060,145,87255,66050,73260,6755,161180,570,800,85,55035,46775,53405,4720,74265,270,260,55,32240,19255,19870,2010,56750,210,150,20,12950,23200,18685,935,45065,155,115,15,10515,17610,15445,740,11670,25,30,5,2415,5600,3250,200,178710,660,930,120,74305,42845,54610,5780,116125,405,665,65,44500,29175,37980,3975,62590,235,225,40,29800,13670,16615,1800,1239530,5035,31765,1135,283145,351260,534465,65650,630280,2530,16020,545,142440,178845,273845,34675,609255,2485,15765,590,140715,172420,260600,30975,152975,630,1560,95,41510,42175,63390,6180,102080,410,1050,65,27730,27950,42565,4000,50885,180,495,25,13790,14225,20835,2155,1086555,4375,30205,1035,241630,309095,471045,59465,528195,2090,14935,470,114730,150895,231305,30660,558380,2280,15250,525,126925,158185,239775,28810,565,525,1315
GA,12.56%,8.98%,2.71%,7.19%,21.26%,10.22%,6.67%,10.65%,2.31,14.6,3.55,16.30%,9.52%,3.97%,4.94%,26.57%,13.55%,9.52%,13.89%,8.70%,4.33%,1.28%,6.33%,15.88%,6.61%,3.64%,6.53%,19.19%,5.56%,3.62%,25.00%,28.19%,15.00%,11.88%,13.24%,22.43%,0.00%,4.26%,100.00%,31.81%,17.82%,14.76%,14.91%,12.39%,0.00%,1.43%,,20.16%,8.10%,5.38%,7.26%,11.78%,8.01%,2.59%,5.70%,20.35%,9.63%,6.06%,10.41%,15.29%,9.76%,3.76%,5.48%,25.58%,12.88%,8.68%,13.65%,8.41%,4.71%,1.13%,4.94%,15.46%,6.42%,3.49%,6.35%,345,50,215,105075,180,785,60,67340,8975,25135,1970,69415,90,590,20,42405,6115,18415,1395,35710,45,180,25,24945,2825,6675,550,17105,10,40,5,10545,1275,4685,235,13440,0,30,5,8030,995,3920,170,3620,0,5,0,2450,230,695,45,88015,145,720,45,56820,7640,20455,1735,55930,80,530,20,34365,5080,14495,1210,32060,45,155,20,22410,2560,5955,495,836300,2005,28930,835,316690,87845,376995,18500,425770,945,14845,405,159590,45115,193485,10045,410540,1040,14065,395,157105,42760,183520,8420,89140,180,1105,20,37405,8500,39445,1775,59910,110,705,5,25245,5585,26550,1140,29220,50,350,0,12150,2840,12915,620,747230,1810,27810,790,279235,79350,337515,16660,365880,820,14110,365,134350,39455,166915,8865,381350,955,13695,385,144955,39885,170580,7790,470,430,980
IA,5.98%,7.26%,1.98%,3.77%,24.55%,10.35%,4.37%,7.65%,2.89,20.18,5.98,8.04%,8.57%,3.45%,3.85%,29.44%,12.30%,6.25%,10.34%,3.70%,4.50%,0.39%,5.56%,19.04%,7.98%,2.31%,4.40%,12.18%,18.75%,6.67%,25.00%,33.64%,15.18%,8.89%,12.86%,14.41%,21.43%,12.00%,0.00%,38.24%,16.07%,11.06%,15.25%,7.65%,0.00%,0.00%,50.00%,28.71%,15.96%,4.15%,5.95%,5.03%,5.97%,1.70%,2.17%,21.68%,9.16%,3.73%,6.85%,6.84%,7.32%,2.91%,4.17%,26.85%,10.96%,5.33%,9.33%,3.23%,3.41%,0.41%,0.00%,16.94%,6.94%,2.05%,3.94%,60,5,400,14925,90,105,10,3025,1985,8995,590,10300,45,90,5,1890,1195,6610,420,4500,25,10,5,1115,745,2305,160,3910,30,15,5,920,435,2225,135,2925,15,15,0,650,270,1755,90,905,0,0,5,290,170,380,25,10940,60,85,5,2060,1490,6735,455,7380,30,70,5,1235,870,4785,320,3540,15,10,0,815,570,1865,125,249595,1240,5295,265,12320,19170,205715,7710,128155,525,2605,130,6420,9715,105705,4060,121465,555,2585,90,5855,9335,99935,3640,32110,160,225,20,2735,2865,25020,1050,20300,70,125,10,1700,1680,15870,590,11825,50,65,10,1010,1065,9160,420,217490,1005,5000,230,9500,16260,180695,6645,107920,410,2405,120,4600,7935,89845,3430,109630,440,2455,80,4810,8210,90765,3170,260,285,655
ID,5.57%,7.64%,2.16%,5.77%,8.61%,7.92%,5.01%,5.89%,2.62,3.6,2.91,8.09%,10.84%,2.70%,8.00%,13.41%,11.23%,7.34%,8.14%,2.84%,3.65%,0.00%,2.22%,2.22%,4.24%,2.48%,3.03%,9.48%,10.42%,0.00%,0.00%,11.76%,9.01%,9.01%,6.82%,11.46%,14.81%,0.00%,0.00%,15.79%,10.96%,11.37%,8.24%,4.84%,0.00%,0.00%,0.00%,0.00%,3.31%,4.22%,0.00%,5.23%,6.50%,2.25%,5.15%,7.92%,7.82%,4.68%,5.97%,7.69%,10.40%,2.87%,6.82%,11.68%,11.31%,6.92%,8.30%,2.73%,2.99%,0.00%,2.08%,2.48%,4.05%,2.40%,3.15%,25,5,140,7325,155,40,30,130,1605,5160,345,5495,110,25,20,110,1180,3905,265,1805,35,0,5,15,415,1235,80,1000,25,0,0,20,160,725,45,795,20,0,0,15,125,605,35,175,0,0,0,0,20,115,0,6325,115,40,25,105,1445,4430,310,4680,90,25,15,80,1055,3305,235,1635,25,0,5,15,370,1130,75,131615,2030,1855,520,1510,20260,102960,5860,67955,1015,925,250,820,10505,53170,3255,63650,960,910,225,675,9780,49785,2640,10550,240,65,15,170,1775,8045,660,6940,135,35,10,95,1140,5320,425,3615,80,10,5,60,605,2725,245,120855,1770,1775,485,1325,18475,94745,5195,60860,865,870,220,685,9330,47760,2830,59955,835,875,215,605,9130,47010,2380,110,125,280
IL,9.66%,6.60%,1.81%,2.96%,24.95%,10.26%,5.54%,11.41%,1.06,19.41,4.71,12.28%,9.09%,2.73%,5.19%,29.11%,13.15%,7.79%,14.27%,6.92%,6.48%,0.60%,1.35%,20.73%,7.15%,3.10%,8.24%,16.67%,22.81%,3.42%,11.11%,30.43%,14.71%,11.30%,11.31%,19.45%,25.81%,4.68%,33.33%,33.48%,17.75%,13.72%,14.08%,11.05%,23.08%,1.67%,0.00%,24.64%,8.62%,5.83%,5.60%,8.63%,5.49%,1.54%,2.65%,23.72%,9.58%,4.73%,11.34%,10.87%,4.35%,2.31%,4.69%,27.77%,12.26%,6.67%,14.05%,6.47%,4.98%,0.52%,1.10%,20.10%,6.90%,2.78%,8.25%,290,60,530,90865,170,730,25,38190,19495,29275,3510,58920,115,555,20,22230,12715,21170,2430,31905,80,120,5,15845,6665,7960,1125,19920,65,65,5,8255,3405,7160,745,15085,40,55,5,5940,2605,5670,580,4640,15,10,0,2290,720,1285,135,70865,120,590,20,29825,15970,21990,2745,43740,45,440,15,16260,10045,15360,1805,27090,55,100,5,13485,5850,6520,925,940595,2575,40425,845,153075,190070,528175,30770,479905,1265,20315,385,76370,96715,271660,17030,460735,1235,19900,370,76445,93190,256645,13655,119505,285,1900,45,27125,23150,63380,6585,77570,155,1175,15,17740,14675,41315,4120,41995,65,600,15,9295,8355,22045,2410,821140,2185,38385,755,125715,166785,464770,24210,402410,1035,19075,320,58560,81950,230350,12850,418770,1105,19200,330,67085,84775,234500,11210,640,680,1470
IN,10.83%,8.01%,2.77%,1.47%,28.25%,12.93%,8.04%,11.56%,-0.03,20.21,4.89,14.21%,8.39%,4.46%,0.00%,33.94%,16.89%,11.04%,14.98%,7.30%,4.96%,0.46%,4.00%,22.49%,8.67%,4.85%,7.71%,18.90%,4.65%,4.55%,,33.97%,17.09%,15.58%,16.28%,22.26%,5.56%,9.38%,,37.87%,20.74%,18.91%,20.34%,12.43%,18.18%,0.00%,,26.16%,8.98%,9.47%,9.52%,9.52%,7.54%,2.54%,1.61%,26.97%,12.18%,6.83%,10.99%,12.48%,6.78%,4.06%,0.00%,32.69%,15.68%,9.39%,14.16%,6.74%,4.03%,0.47%,2.78%,21.90%,8.49%,4.34%,7.35%,180,35,195,55410,125,240,5,15765,5070,31085,2215,36980,65,185,0,9485,3355,21810,1515,18350,35,20,5,6240,1675,9180,695,13425,10,15,0,3485,745,8210,320,10205,5,15,0,2490,560,6465,240,3130,10,0,0,960,145,1750,70,41970,95,210,5,12245,4240,22815,1885,26770,40,160,0,6970,2680,15345,1255,15255,25,20,5,5260,1500,7400,605,511665,1560,8655,340,55800,39215,386725,19155,260320,775,4145,140,27950,19865,197555,10115,251365,705,4395,125,27750,19330,189205,9010,71025,215,330,0,10260,4360,52705,1965,45845,90,160,0,6575,2700,34180,1180,25190,55,130,0,3670,1615,18480,735,440630,1260,8260,310,45395,34800,334045,17145,214450,590,3940,125,21320,17090,163345,8860,226190,620,4235,125,24015,17675,170690,8235,295,260,680
KS,6.61%,6.37%,2.37%,0.00%,19.45%,9.51%,4.55%,9.93%,1.82,14.9,4.96,9.08%,9.50%,3.96%,0.00%,24.30%,12.61%,6.60%,13.40%,3.96%,3.03%,0.68%,0.00%,14.22%,5.98%,2.37%,5.72%,11.89%,9.64%,3.64%,0.00%,24.68%,14.48%,8.64%,19.42%,13.90%,13.04%,5.88%,0.00%,26.15%,16.22%,10.71%,21.96%,7.80%,4.00%,0.00%,,21.03%,12.24%,4.43%,13.71%,5.87%,5.84%,2.06%,0.00%,18.29%,8.80%,3.96%,8.89%,8.16%,9.00%,3.64%,0.00%,23.39%,12.03%,5.75%,12.36%,3.54%,3.05%,0.72%,0.00%,13.22%,5.41%,2.09%,4.94%,40,15,350,15235,220,140,0,3380,3385,7195,1680,10715,170,115,0,2160,2285,5370,1200,4450,50,20,0,1200,1040,1820,455,3330,40,10,0,775,575,1620,335,2500,30,10,0,540,395,1290,235,780,5,0,0,225,175,295,85,11875,175,115,0,2595,2775,5525,1350,8165,135,100,0,1585,1880,3985,970,3615,45,20,0,970,860,1465,360,230315,3455,5895,350,17380,35595,158255,16920,118060,1790,2905,140,8890,18115,81345,8955,112295,1650,2920,145,8440,17390,76815,7960,28010,415,275,20,3140,3970,18740,1725,17980,230,170,15,2065,2435,12050,1070,9995,125,90,0,1070,1430,6665,620,202335,2995,5575,320,14185,31535,139485,15180,100005,1500,2745,125,6775,15625,69305,7850,102245,1475,2795,145,7335,15890,70160,7285,215,240,570
KY,9.25%,6.82%,2.30%,0.00%,21.99%,8.25%,7.56%,8.66%,-0.75,14.42,0.69,12.36%,9.38%,3.72%,0.00%,26.81%,10.45%,10.47%,11.78%,5.95%,2.50%,0.71%,0.00%,16.72%,4.86%,4.47%,5.00%,17.29%,25.00%,0.00%,,33.49%,10.98%,14.32%,9.68%,20.40%,0.00%,0.00%,,36.48%,14.02%,17.27%,11.67%,9.85%,0.00%,0.00%,,23.55%,5.08%,7.03%,8.57%,8.26%,6.67%,2.25%,0.00%,20.02%,7.85%,6.77%,8.51%,10.93%,11.54%,3.61%,0.00%,24.23%,9.72%,9.29%,11.84%,5.64%,2.86%,0.72%,0.00%,15.91%,4.98%,4.24%,4.74%,115,15,215,30610,30,100,0,8170,915,20570,440,21060,15,80,0,5085,595,14695,325,9560,5,15,0,3035,260,5880,115,6230,5,0,0,1745,95,4155,45,5040,0,0,0,1335,75,3435,35,1115,0,0,0,365,15,645,15,24345,25,95,0,6380,800,16440,390,15930,15,75,0,3705,495,11195,290,8415,5,15,0,2640,250,5195,100,330950,440,4345,270,37155,11085,271920,5080,170380,160,2150,100,18970,5695,140350,2760,160595,200,2125,125,18150,5345,131555,2300,36025,20,110,0,5210,865,29015,465,24705,10,70,0,3660,535,19885,300,11325,10,40,0,1550,295,9170,175,294910,375,4215,255,31870,10185,242895,4585,145685,130,2080,90,15290,5095,120500,2450,149245,175,2075,125,16595,5025,122460,2110,225,260,590
LA,13.88%,11.63%,2.79%,0.00%,20.24%,10.24%,8.73%,10.04%,2.91,11.52,1.51,17.36%,15.23%,4.66%,30.77%,23.94%,13.78%,12.15%,13.64%,10.35%,7.61%,1.28%,0.00%,16.56%,5.90%,5.09%,5.29%,25.82%,29.41%,7.14%,0.00%,32.51%,20.37%,17.64%,18.60%,28.82%,38.10%,0.00%,0.00%,35.19%,21.43%,21.49%,18.52%,19.20%,18.18%,0.00%,,27.47%,5.56%,10.04%,25.00%,12.62%,9.81%,2.66%,15.38%,18.64%,9.49%,7.89%,9.44%,15.66%,12.99%,4.00%,36.36%,21.86%,12.64%,11.04%,13.09%,9.72%,6.59%,1.08%,0.00%,15.77%,5.50%,4.76%,4.31%,210,40,115,39550,235,135,0,25760,1045,12070,390,24980,150,115,20,15160,720,8600,300,14590,75,30,0,10590,295,3440,90,7065,50,10,0,4755,110,2060,40,5290,40,0,0,3480,75,1670,25,1735,10,0,0,1295,10,395,15,32510,180,125,20,20995,915,9995,345,19670,115,95,20,11680,615,6955,265,12830,60,25,0,9335,265,3025,70,284880,2020,4845,120,127245,10205,138290,3885,143885,985,2470,65,63320,5225,70765,2200,141020,985,2350,65,63935,5000,67555,1700,27365,170,140,10,14625,540,11680,215,18355,105,80,5,9890,350,7770,135,9035,55,50,0,4715,180,3935,60,257545,1835,4695,130,112620,9645,126600,3655,125570,885,2375,55,53440,4865,63005,2025,131980,910,2310,65,59210,4820,63605,1625,190,140,490
MA,7.77%,11.21%,2.58%,5.00%,15.91%,14.05%,5.62%,11.37%,5.59,10.29,8.42,10.29%,13.08%,3.49%,7.32%,19.78%,17.32%,7.78%,14.74%,5.14%,3.09%,1.12%,0.00%,11.72%,10.45%,3.33%,7.66%,14.79%,15.15%,6.90%,0.00%,20.85%,21.68%,11.28%,19.37%,17.18%,21.05%,7.28%,0.00%,22.63%,25.42%,13.40%,23.09%,10.58%,16.67%,5.60%,,15.79%,15.26%,7.69%,13.20%,6.40%,9.71%,2.08%,3.66%,14.41%,11.83%,4.55%,9.48%,8.57%,10.00%,2.81%,3.23%,18.51%,14.31%,6.42%,12.18%,4.37%,2.50%,0.82%,0.00%,10.50%,9.25%,2.76%,6.67%,135,25,245,36765,125,665,25,6325,9295,18430,2655,24815,70,450,15,4035,5865,12990,1860,11940,15,145,0,2260,3385,5355,815,11430,25,120,0,1715,3040,5725,830,8360,20,75,0,1170,2195,4295,620,3030,5,35,0,465,805,1435,200,25350,85,500,15,4545,6175,12605,1805,16480,40,330,5,2805,3595,8655,1205,8910,10,100,0,1710,2500,3930,605,473470,1115,25785,500,39760,66170,327775,23345,241055,535,12900,205,20395,33860,166910,12615,232425,485,12940,170,19280,32385,160890,10640,77300,165,1740,40,8225,14020,50750,4285,48675,95,1030,25,5170,8635,32060,2685,28635,30,625,0,2945,5275,18655,1515,396125,875,23985,410,31530,52190,276960,19040,192385,400,11760,155,15150,25125,134780,9890,203800,400,12205,160,16290,27030,142225,9070,285,290,650
MD,9.18%,9.45%,1.71%,4.93%,15.19%,6.69%,5.89%,5.16%,3.56,9.3,0.8,11.74%,11.45%,2.48%,5.67%,18.52%,8.92%,8.26%,6.87%,6.49%,6.50%,0.85%,3.00%,11.77%,4.41%,3.40%,3.28%,19.25%,12.12%,5.32%,8.70%,25.23%,12.06%,14.90%,10.24%,22.22%,15.79%,6.45%,10.20%,28.54%,14.94%,17.54%,10.53%,13.26%,10.00%,3.28%,5.00%,18.84%,6.71%,9.34%,6.12%,7.93%,8.11%,1.54%,4.19%,13.56%,5.99%,4.94%,4.83%,10.00%,10.00%,2.32%,4.76%,16.24%,7.98%,6.93%,6.30%,5.94%,6.36%,0.79%,3.25%,11.05%,4.09%,2.97%,3.13%,135,15,100,35645,120,410,135,21280,2785,9820,530,23325,75,305,80,13185,1900,7090,380,12320,40,100,40,8105,895,2745,155,8225,20,50,30,4925,580,2370,65,6330,15,40,25,3725,460,1870,40,1890,5,10,5,1215,115,490,15,27425,90,355,100,16345,2205,7445,465,17005,55,270,55,9445,1455,5210,325,10425,35,90,40,6895,760,2245,140,388445,1270,24015,2740,140060,41615,166745,10275,198620,655,12285,1410,71200,21305,85885,5530,189815,615,11745,1335,68885,20300,80840,4730,42735,165,940,345,19520,4810,15905,635,28485,95,620,245,13050,3080,10660,380,14255,50,305,100,6450,1715,5245,245,345685,1110,23095,2385,120560,36820,150820,9635,170135,550,11650,1155,58145,18235,75230,5160,175545,550,11440,1230,62420,18580,75595,4470,215,210,455
ME,6.77%,7.14%,1.05%,0.00%,11.67%,7.38%,6.60%,9.29%,0.54,5.07,0.78,9.42%,10.20%,1.56%,0.00%,15.52%,9.30%,9.19%,12.62%,4.01%,1.85%,0.00%,0.00%,5.98%,3.60%,3.77%,5.85%,13.05%,4.76%,0.00%,,15.07%,10.64%,12.72%,15.38%,15.98%,10.00%,0.00%,,17.39%,10.71%,15.73%,21.74%,7.84%,0.00%,0.00%,,11.11%,0.00%,7.08%,15.38%,5.51%,4.76%,1.14%,0.00%,9.70%,6.35%,5.37%,8.82%,7.75%,5.88%,1.77%,0.00%,12.50%,6.19%,7.52%,12.30%,3.35%,0.00%,0.00%,0.00%,5.77%,2.13%,3.26%,5.11%,25,0,85,5910,40,15,0,300,90,5315,190,4255,25,10,0,215,60,3835,135,1685,5,0,0,70,20,1460,55,1875,5,0,0,55,25,1690,30,1510,5,0,0,40,15,1380,25,385,0,0,0,10,0,320,10,4015,20,15,0,210,60,3610,160,2770,10,10,0,140,30,2480,115,1245,0,0,0,60,10,1115,45,87245,560,1435,60,2570,1220,80515,2045,45160,245,640,25,1385,645,41750,1070,42055,270,775,30,1170,555,38750,940,14365,105,85,0,365,235,13285,195,9450,50,35,0,230,140,8775,115,4910,25,20,0,90,70,4520,65,72900,420,1320,50,2165,945,67235,1815,35745,170,565,25,1120,485,32990,935,37170,210,720,20,1040,470,34245,880,90,100,205
MI,11.57%,9.77%,2.77%,0.75%,27.92%,12.82%,8.17%,12.26%,1.61,19.75,4.66,15.15%,11.98%,4.12%,1.89%,32.78%,16.16%,11.55%,16.89%,7.78%,5.85%,0.99%,0.00%,22.82%,8.34%,4.59%,6.59%,20.29%,16.56%,3.36%,0.00%,33.08%,19.09%,16.66%,16.56%,24.25%,16.13%,3.33%,0.00%,36.41%,22.46%,20.68%,21.00%,12.99%,5.77%,0.00%,,26.28%,7.91%,8.89%,9.15%,10.42%,8.46%,2.51%,0.82%,26.94%,11.78%,7.10%,11.58%,13.62%,9.35%,3.75%,2.13%,31.91%,14.91%,10.12%,16.02%,7.29%,4.62%,0.96%,0.00%,22.36%,8.07%,4.14%,6.00%,425,120,385,90090,665,570,5,34855,5160,46580,2650,60440,415,420,5,20810,3360,33815,1985,29540,190,100,0,14005,1615,12735,645,18340,135,25,0,6140,865,10540,405,14220,75,15,0,4420,620,8525,315,4115,15,0,0,1665,125,1975,75,71730,490,495,5,28605,4195,36020,2220,46315,265,365,5,16335,2660,25440,1640,25405,130,95,0,12275,1425,10585,535,778730,6805,20565,670,124835,40240,570345,21610,398840,3465,10205,265,63480,20795,292680,11755,379920,3250,10145,265,61370,19360,277645,9785,90370,815,745,5,18560,4530,63270,2445,58650,465,450,5,12140,2760,41215,1500,31685,260,195,0,6335,1580,22205,820,688335,5790,19695,610,106180,35605,507015,19170,340090,2835,9735,235,51185,17845,251455,10235,348270,2815,9895,240,54900,17665,255540,8920,510,750,1450
